accessibility,address,coordinates,coordinates_type,data_url,dataset,description,email,external_id,fax_number,house_number,id,image_url,last_updated,latitude,location,longitude,name,opening_times,phone_number,po_box,po_box_number,post_name,post_number,street,url,venue_details
"<p><strong>Aparcamiento</strong>: 2 plazas reservadas</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
</ul>
<div><img alt=""Icono de Accesible con Acompa&ntilde;ante"" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" />Accesible con Acompa&ntilde;ante</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","CALVO, MANUEL     MRL, S/N","[671645.09, 4614371.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,107,976 723840,,286,,2016-04-11T13:23:07Z,41.6626181714025,,-0.938339200945143,Centro Deportivo Municipal Miralbueno,,976 723801,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/286/
"<p><strong>Aparcamiento</strong>: 1 plaza reservada</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuarios y Duchas Adaptadas</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
</ul>
<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Icono de Accesible"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","SANTO DOMINGO SAVIO, S/N","[674833.14, 4612833.69]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,105,976 723889,,285,,2016-04-11T13:04:45Z,41.6480830406676,,-0.900521204580598,Centro Deportivo Municipal Ciudad Jardín,,976 723888,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/285/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas</p>,"TERRER, 2","[673759.94, 4612955.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,104,976 323 563,,284,,2016-04-11T13:32:53Z,41.649409598828,,-0.913365204325656,Pabellon Deportivo Municipal Ciudad de Zaragoza,,976 723 890,,,,,,http://www.zaragoza.es/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/284/
,"ASIN Y PALACIOS, MIG., 24","[674549.75, 4611717.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,103,976 724 484,,283,,2016-04-11T13:32:29Z,41.6380980950665,,-0.904247815445764,Pabellon Deportivo Municipal César Augusto,,976 724 484,,,,,,http://www.zaragoza.es/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/283/
,"AÑISCLO, CAÑON DE, S/N","[677122.88, 4614877.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,102,976 515 555,,282,,2016-04-11T13:31:17Z,41.665969455195,,-0.872437551721518,Pabellon Deportivo Municipal Arrabal,,976 515 555,,,,,,http://www.zaragoza.es/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/282/
"<p><strong>Aparcamiento</strong>: 2 plazas reservadas</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuarios y Duchas Adaptadas</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
</ul>
<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Icono de Accesible"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","MORENO ALCAÑIZ, EMIL., S/N","[673459.21, 4613843.6]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,101,976 726 132,,281,,2016-04-11T13:06:15Z,41.657473595815,,-0.916716468058218,Centro Deportivo Municipal Delicias,,976 726 131,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/281/
"<p><strong>Aparcamiento</strong>: No posible, parque</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuarios Adpatados</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
    <li><strong>Silla Ruedas Zona H&uacute;meda:</strong>: S&iacute;.</li>
</ul>
<div><img alt=""Icono de Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","OVIEDO, S/N","[676352.88, 4610570.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,100,976 723869,,280,,2016-04-11T13:27:55Z,41.6273771915076,,-0.882950447827657,Centro Deportivo Municipal Torrero,,976 723868,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/280/
"<p><strong>Aparcamiento</strong>: 2 plazas reservadas</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuarios Adpatados</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
</ul>
<div><img alt=""Icono de Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","RENOVALES, MARIANO PS, S/N","[675356.25, 4611849.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,99,976 726079,,279,,2016-04-11T13:25:38Z,41.6391093316591,,-0.894532059763238,Centro Deportivo Municipal Salduba,,976 726078,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/279/
"<div><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" /> Accesible con Acompa&ntilde;ante</div>
<ul>
    <li><strong>Acceso</strong>: Entrada con un escal&oacute;n de unos (4cm).</li>
    <li><strong>Movilidad en el interior del edificio:</strong>
    <ul>
        <li>Espacios Amplios: S&iacute;</li>
        <li>Aseo no adaptado.</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>","PALAO (ESCULTOR), 1","[673882.5, 4613186.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2146,,,278,,2015-05-29T11:42:35Z,41.6514666605862,,-0.911827032780436,Centro de Tiempo Libre El Cuco (Delicias),,976 314 485,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/278/
"<p><strong>Aparcamiento</strong>: V&iacute;a R&aacute;pida</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuarios Adpatado</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
</ul>
<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Icono de Accesible"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","VELILLA DE EBRO, S/N","[678229.09, 4614253.69]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,97,976 726166,,277,,2016-04-11T13:22:36Z,41.6601124317434,,-0.859344793200103,Centro Deportivo Municipal La Jota . Piscinas,,976 726165,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/277/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n que se prevee realizar en los a&ntilde;os 2006-2007)</p>,"ALAHON, MONASTERIO DE, 6","[678205.99, 4612745.72]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2144,,,276,,2015-05-29T11:42:35Z,41.6465444842932,,-0.860071547490339,Ludoteca Municipal Escondecucas,,976 426 750,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/276/
,"NORTE, 17","[677503.77, 4614317.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2143,,,275,,2015-05-29T11:42:35Z,41.6608441622615,,-0.868031775706722,Centro de Tiempo Libre Zascandil ( Barrio Jesús),,976 205 875,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/275/
,"PILAR, PL. NTRA. SRA., 18","[676840.38, 4613965.9]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,94,721209,,274,,2015-05-29T11:42:35Z,41.6578313945841,,-0.876098253921987,Administracion Mercado Ambulante Romareda,,976 724 626,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/274/
,"TRAGGIA URIBABARRI,J. , 2","[676730.59, 4611300.31]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2141,,,273,,2015-05-29T11:42:35Z,41.6338626803943,,-0.878203674376426,Centro de Tiempo Libre Pandora (San José),,976 275 071,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/273/
,"CESAR AUGUSTO, AVDA, S/N","[676390.31, 4613959.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,92,,,272,,2015-05-29T11:42:35Z,41.6578735223273,,-0.881502050133864,Administración Mercado de Lanuza,,976 438 227,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/272/
,"ESPAÑA, PLAZA DE  SJN, 9","[679695.61, 4620871.46]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,3163,,,271,,2015-05-29T11:42:35Z,41.7193479910471,,-0.839750092398782,Ludoteca Ambulante San Juan de Mozarrifar,,976 150 266,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/271/
,"MAYOR, PLAZA      MVR, 1","[681432.64, 4613337.17]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,3162,,,270,,2015-05-29T11:42:35Z,41.6511402613289,,-0.821172619479094,Ludoteca Ambulante Movera,,976 586 454,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/270/
"<div><img alt=""Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" class=""nodeco"" /> Accesible</div>
<ul>
    <li><strong>Aparcamiento Adaptado</strong>: No. El m&aacute;s cercano en Plaza del Pilar .</li>
    <li><strong>Acceso</strong>: Calle peatonal. Entrada a cota cero (desnivel).</li>
    <li><strong>Elevador</strong>: Para salvar 6 escalones. (1&ordf;. Planta)</li>
    <li><strong>Aseos Adaptados</strong>: S&iacute;.</li>
</ul>","PALAFOX, JOSE, 29","[677212.83, 4613678.25]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,serviciosinmigrantes@zaragoza.es,2136,976 726046,,269,,2015-06-04T13:42:47Z,41.6551595363914,,-0.871713269251939,Biblioteca Casa de las Culturas y Minorías,,976 726045,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/269/
,"RANILLAS, AVENIDA DE, S/N","[675263.94, 4615325.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,3025,976 733 189,,653,,2016-04-11T13:37:21Z,41.6704130184006,,-0.894620737388846,Pabellon Deportivo Municipal Río Ebro,,976 733 189,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/653/
,"VIÑEDO VIEJO, 20","[674070.26, 4611265.51]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,973,976 726 006,,650,,2015-07-17T12:05:03Z,41.6341344216605,,-0.910132670969295,Centro de Tiempo Libre Tragaldabas (Casablanca),,976 726 006,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/650/
,"MAYOR             MNT, 115","[681172.43, 4617340.04]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,946,976 726149,,646,,2016-04-11T13:36:42Z,41.6872279818801,,-0.823081322633516,Pabellon Deportivo Municipal Montañana,,976 726067,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/646/
"<p><strong>Aparcamiento</strong>: 2 plazas reservadas</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong> Aseo Adaptado</strong>: No.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
    <li><strong>Silla de Ruedas Zona H&uacute;meda:</strong>: S&iacute;.</li>
</ul>
<div><img alt=""Icono de Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","JOTA, AV. DE LA   GRP, 13","[664698.5, 4616672.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,945,976 72 38 87,,645,,2016-04-11T13:20:14Z,41.6847973790963,,-1.02109254969245,Centro Deportivo Municipal Garrapinillos. Piscinas,,976 72 38 86,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/645/
"<ul>
    <li><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" /> Accesible</li>
    <li><strong>Aparcamiento:</strong> Tiene plazas reservadas.</li>
    <li><strong>Acceso</strong>: Existen diferentes puertas de entrada y est&aacute;n<strong> adaptadas</strong>.</li>
    <li><strong>Movilidad en el interior del edificio</strong>:
    <ul>
        <li>Espacios Amplios: S&iacute;</li>
        <li>Pavimentos: Antideslizantes</li>
        <li>Se&ntilde;alizaci&oacute;n: S&iacute;, en diferentes zonas</li>
        <li>Elevadores: S&iacute;, para acceder al palco</li>
        <li>Aseos Adaptados: S&iacute;, en todas las dependencias</li>
    </ul>
    </li>
</ul>
<p><strong><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></strong></p>
<p><strong><em>Otras informaciones:<br />
</em></strong><em>Se permiten perros gu&iacute;a</em><strong><em><br />
</em></strong></p>
<p>&nbsp;</p>","ALIERTA, AV. CESAREO, 120","[677864.78, 4611774.92]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,zaragozadeporte@zaragozadeporte.com,942,976 723823,,644,,2016-09-21T10:26:31Z,41.6378825403209,,-0.864454775943332,Pabellón Príncipe Felipe,,976 723838,,,,,,http://principefelipe.zaragozadeporte.com/,http://ma.tingtun.no/ogd/datasets/data/venues/644/
"<ul>
    <li><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" /> Accesible con Acompa&ntilde;ante</li>
    <li><strong>Aparcamiento:</strong> No.</li>
    <li><strong>Acceso: </strong> El acceso a la piscina cubierta no esta adaptado, tiene escaleras. A las instalaciones deportivas se puede llegar por una rampa y una puerta que no es de acceso al p&uacute;blico.</li>
    <li>Movilidad en el interior del edificio:
    <ul>
        <li>Espacios amplios: S&iacute;</li>
        <li>Escaleras: S&iacute;, hay que salvarlas</li>
        <li>Aseos Adaptados: S&iacute;, en el vestuario.</li>
    </ul>
    </li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n e Instalaciones Deportivas<br />
</em></p>
<p>Pendiente la Reforma de Supresi&oacute;n de Barreras Arquitect&oacute;nicas</p>","ARAGON (CONDES DE), 5","[674626.58, 4612140.35]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,941,976 723823,,643,,2015-10-05T14:36:10Z,41.641887430305,,-0.903202511802387,Palacio de Deportes (Sociedad Zaragoza Deporte Municipal),,976 724183,,,,,,http://www.zaragozadeporte.com/Default.asp,http://ma.tingtun.no/ogd/datasets/data/venues/643/
,"ALIERTA, AV. CESAREO, 120","[677864.78, 4611774.92]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,zaragozadeporte@zaragozadeporte.com,940,976 723823,,642,,2016-08-11T12:54:46Z,41.6378825403209,,-0.864454775943332,Zaragoza Deporte Municipal S.A.,,"976 723838, 3838",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/642/
,"SAN PABLO, 61","[676059.23, 4613945.99]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,informacion@zaragozavivienda.es,938,976 281 062,,640,,2016-08-11T13:21:47Z,41.6578251224114,,-0.885479788690782,Sociedad Municipal Zaragoza Vivienda S.L.,,976 405 888,,,,,,http://www.zaragozavivienda.es/,http://ma.tingtun.no/ogd/datasets/data/venues/640/
,"MIRAL, DOMINGO, 3","[674988.81, 4612145.06]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,filmoteca@zaragoza.es,933,976 551621,,635,,2015-06-03T13:39:51Z,41.6418504221289,,-0.898854530543159,Archivo Filmoteca de Zaragoza,,976 724915,,,,,,http://www.filmotecazaragoza.com,http://ma.tingtun.no/ogd/datasets/data/venues/635/
,"COSO, 57","[676679.96, 4613503.02]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,931,976 200403,,634,,2016-08-11T12:41:02Z,41.6537005800871,,-0.87816048190663,Patronato Municipal de las Artes Escenicas y de la Imagen,,976 296090,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/634/
,"AGUADO, LOLA      CST , 15","[664290.3, 4620700.8]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-casetas@zaragoza.es,929,,,632,,2016-06-15T12:32:52Z,41.7211435624707,,-1.02488459216825,Biblioteca Pública de Casetas,,976 726194,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/632/
,"PEX, GASPAR DE    MNZ, 12","[668828.19, 4618704.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-monzalbarba@zaragoza.es,927,,,630,,2016-09-02T12:19:18Z,41.702219008032,,-0.970927641134101,Biblioteca Pública de Monzalbarba,,976 772893,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/630/
,"ARAGON            GRP, 4","[664294.02, 4616813.63]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-garrapinillos@zaragoza.es,920,,,625,,2016-06-15T12:34:33Z,41.6861513667163,,-1.02591088565767,Biblioteca Pública José Ramón Arana (Garrapinillos),,976 726 141,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/625/
,"AUTONOMIA ARAGON  CRT, 21","[681365.02, 4608448.1]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-cartujabaja@zaragoza.es,917,,,622,,2016-06-15T12:35:50Z,41.6071504246494,,-0.823465440242693,Biblioteca Pública Miguel Labordeta (La Cartuja),,976 72 61 78,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/622/
<p>Supresi&oacute;n de barreras arquitect&oacute;nicas: (actuaci&oacute;n que se prevee realizar en los a&ntilde;os 2006-2007)</p>,"ROSARIO, NTRA.SRA MNT, 16","[680887.34, 4617262.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-montanana@zaragoza.es,914,,,620,,2016-06-15T12:36:18Z,41.6865965102147,,-0.826527959910982,Biblioteca Pública de Montañana,,976 576500,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/620/
,"SANTA ISABEL, AV., 100","[680711.51, 4615259.87]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-santaisabel@zaragoza.es,910,,,616,,2016-06-15T12:33:39Z,41.6686097524245,,-0.829245332602002,Biblioteca Pública Inocencio Ruiz Lasala (Santa Isabel),, 976 72 60 21,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/616/
,"ESPAÑA, PLAZA DE  SJN, 9","[679695.61, 4620871.46]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-sanjuan@zaragoza.es,909,,,615,,2016-06-15T12:37:35Z,41.7193479910471,,-0.839750092398782,Biblioteca Pública de San Juan de Mozarrifar,,976 150151,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/615/
,"SAMOS, MONASTERIO DE, S/N","[677486.04, 4612774.78]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,908,976 724302,,614,,2015-11-16T08:22:53Z,41.6469666398513,,-0.868702445740179,Zaragoza Dinámica. Departamento Formación y Empleo,,"976 724074, 4041",,,,,,http://www.imefez.org/,http://ma.tingtun.no/ogd/datasets/data/venues/614/
,"TAJADA, LA        PÑF, S/N","[683240.06, 4625939.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas-penaflor@zaragoza.es,907,,,613,,2016-06-15T12:37:12Z,41.7641491470771,,-0.795609623725273,Biblioteca Pública Rosendo Tello (Peñaflor),,976 726161,,,,,,http://bibliotecas-municipales.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/613/
,"SERVET, MIGUEL, 57","[677456.98, 4612727.95]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,bibliotecas@zaragoza.es,906,976 72 43 01,,612,,2015-06-19T14:01:24Z,41.6465515922408,,-0.86906506932652,Centro Coordinador de Bibliotecas Municipales,,976 724035,,,,,,http://www.zaragoza.es/ciudad/educacionybibliotecas/bibliotecasmunicipales/,http://ma.tingtun.no/ogd/datasets/data/venues/612/
,"CORTESIAS, 1","[677088.54, 4613552.4]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,administracion-patronato@zaragoza.es,905,976 391 522,,611,,2015-05-29T11:42:35Z,41.6540543845197,,-0.873242255937108,Patronato Municipal de Educación y Bibliotecas,,976 724 926,,,,,,http://educacion.zaragoza.es/,http://ma.tingtun.no/ogd/datasets/data/venues/611/
"<div><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" />Accesible con Acompa&ntilde;ante</div>
<h4>Accesibilidad F&iacute;sica</h4>
<ul>
    <li>Acceso desde Glorieta p&iacute;o XII por rampa y puerta accesible.</li>
    <li>Parking accesible reservado</li>
    <li>Espacio accesible reservado</li>
    <li>Se permiten perros gu&iacute;a</li>
</ul>
<h4>Accesibilidad Sensorial</h4>
<ul>
    <li>Bucle magn&eacute;tico para deficiencias auditivas</li>
    <li>Braille</li>
    <li>Magnificadores </li>
</ul>
<p><em>Informaci&oacute;n facilita por el Observatorio de Cultura</em></p>","PIO XII, GLORIETA, S/N","[676488.13, 4614130.43]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,oficinazuda@zaragozaturismo.es,904,976 200635,,610,,2016-09-27T14:17:00Z,41.6593904131163,,-0.880277503700283,Oficina de Turismo Torreón de La Zuda,,902 14 2008 / 976 201200 / 976 724918,,,,,,http://www.zaragozaturismo.es,http://ma.tingtun.no/ogd/datasets/data/venues/610/
"<div><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" />Accesible con Acompa&ntilde;ante</div>
<h4>Accesibilidad F&iacute;sica</h4>
<ul>
    <li>Accesible por puertas adaptadas.</li>
    <li>Parking accesible reservado</li>
    <li>Espacio accesible reservado</li>
    <li>Ba&ntilde;o adaptado</li>
    <li>Se permiten perros gu&iacute;a</li>
</ul>
<h4>Accesibilidad Sensorial</h4>
<ul>
    <li>Bucle magn&eacute;tico para deficiencias auditivas</li>
    <li>Magnificadores</li>
</ul>
<p><em>Informaci&oacute;n facilita por el Observatorio de Cultura</em></p>","MADRID, AUTOVIA, 311","[672431.55, 4612614.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,903,,,609,,2016-09-21T11:25:21Z,41.6466322573671,,-0.929405624702447,Oficina de Turismo de la Feria de Muestras,,"976 764700, ext 502.",,,,,,http://www.zaragozaturismo.es,http://ma.tingtun.no/ogd/datasets/data/venues/609/
,"IBARRA, EDUARDO, 3","[674897.17, 4611951.25]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,zcb@zaragoza.es,902,976 721327,,608,,2015-05-29T11:42:35Z,41.6401260090262,,-0.900010833150739,Oficina de Congresos,,976 721333,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/608/
,"IBARRA, EDUARDO, 3","[674897.17, 4611951.25]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,899,976 721327,,606,,2015-05-29T11:42:35Z,41.6401260090262,,-0.900010833150739,Zaragoza Turismo,,976 721333,,,,,,http://turismo.zaragoza.es/,http://ma.tingtun.no/ogd/datasets/data/venues/606/
